"County","Year","County_Code","Year_Code","Population","Deaths","Crude_Rate","Deaths_CVD","Crude_Rate_CVD","Deaths_DOH","Crude_Rate_DOH","Deaths_CBD","Crude_Rate_CBD","Crude_Rate_NoCVD","Policy_County","Policy_Year","Unemployment_Rate","Per_Capita_Income"
"Monroe County, NY",2001,36055,2001,739891,6187,836.2,2228,301.13,1792,242.2,436,58.93,535.07,"No",NA,4.1,42883.2928119706
"Monroe County, NY",2002,36055,2002,741391,6291,848.54,2106,284.06,1670,225.25,436,58.81,564.48,"No",NA,5.3,42437.280733741
"Monroe County, NY",2003,36055,2003,741671,6404,863.46,2235,301.35,1750,235.95,485,65.39,562.11,"No",NA,5.5,41861.3600434783
"Monroe County, NY",2004,36055,2004,741075,6266,845.53,2022,272.85,1590,214.55,432,58.29,572.68,"No",NA,5.2,42092.5797988354
"Monroe County, NY",2005,36055,2005,738506,6264,848.2,1919,259.85,1546,209.34,373,50.51,588.35,"No",NA,4.5,41585.1504915515
"Monroe County, NY",2006,36055,2006,738329,6162,834.59,1949,263.97,1594,215.89,355,48.08,570.62,"No",NA,4.3,42042.0363640873
"Monroe County, NY",2007,36055,2007,739249,6196,838.15,1857,251.2,1517,205.21,340,45.99,586.95,"No",NA,4.4,42904.6163295425
"Monroe County, NY",2008,36055,2008,741018,6323,853.29,1801,243.04,1490,201.07,311,41.97,610.25,"No",NA,5.5,43527.6199263364
"Monroe County, NY",2009,36055,2009,743386,6193,833.08,1801,242.27,1473,198.15,328,44.12,590.81,"No",NA,7.8,43601.5949603099
"Monroe County, NY",2010,36055,2010,744344,6244,838.86,1831,245.99,1478,198.56,353,47.42,592.87,"No",NA,8,44385.0732013795
"Monroe County, NY",2011,36055,2011,745625,6537,876.71,1858,249.19,1532,205.47,326,43.72,627.52,"No",NA,7.7,44995.6778459938
"Monroe County, NY",2012,36055,2012,747813,6428,859.57,1815,242.71,1475,197.24,340,45.47,616.86,"No",NA,7.9,46513.4750646794
"Monroe County, NY",2013,36055,2013,749606,6305,841.11,1752,233.72,1432,191.03,320,42.69,607.39,"No",NA,7,45073
"Monroe County, NY",2014,36055,2014,749857,6561,874.97,1813,241.78,1487,198.3,326,43.47,633.19,"No",NA,5.8,45164.3494398824
"Monroe County, NY",2015,36055,2015,749600,6670,889.81,1836,244.93,1514,201.97,322,42.96,644.88,"No",NA,5.1,47394.9948611281
"Monroe County, NY",2016,36055,2016,747727,6617,884.95,1803,241.13,1489,199.14,314,41.99,643.82,"No",NA,4.7,47538.3425858412
"Monroe County, NY",2017,36055,2017,747642,6760,904.18,1726,230.86,1453,194.34,273,36.51,673.32,"No",NA,4.9,48769.669598564
"Monroe County, NY",2018,36055,2018,742474,6805,916.53,1731,233.14,1412,190.18,319,42.96,683.39,"No",NA,4.3,49123.7046637489
"Montgomery County, NY",1999,36057,1999,49918,614,1230.02,314,629.03,283,566.93,31,62.1,600.99,"No",NA,6.3,32679.7001620648
"Montgomery County, NY",2000,36057,2000,49708,624,1255.33,314,631.69,293,589.44,21,42.25,623.64,"No",NA,4.8,33639.4237049942
"Montgomery County, NY",2001,36057,2001,49472,643,1299.73,304,614.49,264,533.64,40,80.85,685.24,"No",NA,5,34594.9695087521
"Montgomery County, NY",2002,36057,2002,49298,644,1306.34,307,622.74,268,543.63,39,79.11,683.6,"No",NA,5.7,35508.1372818232
"Montgomery County, NY",2003,36057,2003,49449,667,1348.86,332,671.4,301,608.71,31,62.69,677.46,"No",NA,6.4,36398.2651793478
"Montgomery County, NY",2004,36057,2004,49460,622,1257.58,310,626.77,275,556,35,70.76,630.81,"No",NA,5.9,35947.3985865537
"Montgomery County, NY",2005,36057,2005,49505,618,1248.36,284,573.68,258,521.16,26,52.52,674.68,"No",NA,5.3,35191.655765489
"Montgomery County, NY",2006,36057,2006,49724,613,1232.81,261,524.9,238,478.64,23,46.26,707.91,"No",NA,5.7,35423.0993799603
"Montgomery County, NY",2007,36057,2007,49798,611,1226.96,283,568.3,263,528.13,20,40.16,658.66,"No",NA,5.8,35984.734380878
"Montgomery County, NY",2008,36057,2008,49951,599,1199.18,258,516.51,234,468.46,24,48.05,682.67,"No",NA,7.1,35915.7775692861
"Montgomery County, NY",2009,36057,2009,50001,583,1165.98,219,437.99,196,391.99,23,46,727.99,"No",NA,9.5,36307.877937139
"Montgomery County, NY",2010,36057,2010,50219,566,1127.06,222,442.06,195,388.3,27,53.76,685,"No",NA,10.1,36984.7121060645
"Montgomery County, NY",2011,36057,2011,49916,559,1119.88,206,412.69,189,378.64,17,34.0572161230868,707.19,"No",NA,10.2,36675.3041535705
"Montgomery County, NY",2012,36057,2012,49941,603,1207.42,205,410.48,187,374.44,18,36.042530185619,796.94,"No",NA,10.4,36231.0363337021
"Montgomery County, NY",2013,36057,2013,49897,597,1196.46,215,430.89,188,376.78,27,54.11,765.57,"No",NA,9.2,36212
"Montgomery County, NY",2014,36057,2014,49779,561,1126.98,194,389.72,173,347.54,21,42.19,737.26,"No",NA,7.5,36012.8046811638
"Montgomery County, NY",2015,36057,2015,49642,612,1232.83,212,427.06,193,388.78,19,38.2740421417348,805.77,"No",NA,6.6,37327.4530772054
"Montgomery County, NY",2016,36057,2016,49276,580,1177.04,183,371.38,162,328.76,21,42.62,805.66,"No",NA,5.7,37844.7021545205
"Montgomery County, NY",2017,36057,2017,49258,583,1183.56,160,324.82,134,272.04,26,52.78,858.74,"No",NA,5.7,39071.9981396867
"Montgomery County, NY",2018,36057,2018,49455,597,1207.16,172,347.79,148,299.26,24,48.53,859.37,"No",NA,5.2,38619.13047426
"Nassau County, NY",1999,36059,1999,1330815,11308,849.7,5142,386.38,4645,349.03,497,37.35,463.32,"Yes",2009,3,63815.6756662665
"Nassau County, NY",2000,36059,2000,1334544,11234,841.79,5107,382.68,4657,348.96,450,33.72,459.11,"Yes",2009,3.3,65815.087398374
"Nassau County, NY",2001,36059,2001,1337086,11527,862.1,5005,374.32,4558,340.89,447,33.43,487.78,"Yes",2009,3.7,66561.7736533032
"Nassau County, NY",2002,36059,2002,1339572,11370,848.78,5002,373.4,4518,337.27,484,36.13,475.38,"Yes",2009,4.6,64889.984585881
"Nassau County, NY",2003,36059,2003,1339761,11068,826.12,4906,366.18,4468,333.49,438,32.69,459.94,"Yes",2009,4.6,64111.2856847826
"Nassau County, NY",2004,36059,2004,1337964,10787,806.22,4706,351.73,4268,318.99,438,32.74,454.49,"Yes",2009,4.5,65115.7361408152
"Nassau County, NY",2005,36059,2005,1332318,10578,793.95,4509,338.43,4095,307.36,414,31.07,455.52,"Yes",2009,4,66870.4678801843
"Nassau County, NY",2006,36059,2006,1324905,10440,787.98,4630,349.46,4219,318.44,411,31.02,438.52,"Yes",2009,3.7,69287.374389881
"Nassau County, NY",2007,36059,2007,1322048,10466,791.65,4537,343.18,4128,312.24,409,30.94,448.47,"Yes",2009,3.7,71811.0496426194
"Nassau County, NY",2008,36059,2008,1325129,10867,820.07,4784,361.02,4348,328.12,436,32.9,459.05,"Yes",2009,4.7,70980.0242309675
"Nassau County, NY",2009,36059,2009,1332088,10459,785.16,4511,338.64,4107,308.31,404,30.33,446.52,"Yes",2009,6.9,68513.3793797806
"Nassau County, NY",2010,36059,2010,1339532,10634,793.86,4569,341.09,4162,310.71,407,30.38,452.77,"Yes",2009,7.1,70044.359008695
"Nassau County, NY",2011,36059,2011,1344436,10769,801.01,4571,339.99,4140,307.94,431,32.06,461.02,"Yes",2009,6.8,70937.5549460076
"Nassau County, NY",2012,36059,2012,1349233,11015,816.39,4495,333.15,4034,298.98,461,34.17,483.24,"Yes",2009,7,74613.1255694835
"Nassau County, NY",2013,36059,2013,1352146,10785,797.62,4333,320.45,3912,289.32,421,31.14,477.17,"Yes",2009,5.9,72410
"Nassau County, NY",2014,36059,2014,1358627,10619,781.6,4301,316.57,3871,284.92,430,31.65,465.03,"Yes",2009,4.8,74172.7782508786
"Nassau County, NY",2015,36059,2015,1361350,10958,804.94,4428,325.27,3949,290.08,479,35.19,479.67,"Yes",2009,4.2,77227.0780619112
"Nassau County, NY",2016,36059,2016,1361500,11017,809.18,4256,312.6,3764,276.46,492,36.14,496.58,"Yes",2009,3.9,78319.8003808222
"Nassau County, NY",2017,36059,2017,1369514,10973,801.23,4328,316.02,3854,281.41,474,34.61,485.21,"Yes",2009,4.1,80941.9132506527
"Nassau County, NY",2018,36059,2018,1358343,11039,812.68,4278,314.94,3847,283.21,431,31.73,497.74,"Yes",2009,3.5,83345.4420744941
"New York County, NY",1999,36061,1999,1535624,12339,803.52,4794,312.19,4325,281.64,469,30.54,491.33,"Yes",2008,5.8,113272.195072029
"New York County, NY",2000,36061,2000,1537195,11632,756.7,4471,290.85,3980,258.91,491,31.94,465.85,"Yes",2008,5,119872.745720093
"New York County, NY",2001,36061,2001,1555729,11857,762.15,4235,272.22,3772,242.46,463,29.76,489.93,"Yes",2008,5.6,122866.073077357
"New York County, NY",2002,36061,2002,1555382,11352,729.85,4259,273.82,3812,245.08,447,28.74,456.03,"Yes",2008,7.6,117931.405803224
"New York County, NY",2003,36061,2003,1562154,11214,717.85,4154,265.91,3729,238.71,425,27.21,451.94,"Yes",2008,7.5,112042.188434783
"New York County, NY",2004,36061,2004,1569947,10809,688.49,4020,256.06,3577,227.84,443,28.22,432.43,"Yes",2008,6.2,110464.04108523
"New York County, NY",2005,36061,2005,1573573,10886,691.8,3966,252.04,3578,227.38,388,24.66,439.76,"Yes",2008,5.1,114889.668847926
"New York County, NY",2006,36061,2006,1578171,10450,662.16,3764,238.5,3349,212.21,415,26.3,423.66,"Yes",2008,4.3,126810.189171627
"New York County, NY",2007,36061,2007,1581402,10106,639.05,3588,226.89,3228,204.12,360,22.76,412.16,"Yes",2008,4.3,138515.610657754
"New York County, NY",2008,36061,2008,1587022,10381,654.12,3614,227.72,3232,203.65,382,24.07,426.4,"Yes",2008,4.9,130260.424949954
"New York County, NY",2009,36061,2009,1583431,10089,637.16,3489,220.34,3115,196.72,374,23.62,416.82,"Yes",2008,8.4,123906.320648653
"New York County, NY",2010,36061,2010,1585873,9868,622.24,3322,209.47,3003,189.36,319,20.12,412.77,"Yes",2008,8.6,128673.551523462
"New York County, NY",2011,36061,2011,1601948,9971,622.43,3306,206.37,2900,181.03,406,25.34,416.06,"Yes",2008,7.8,135924.292461512
"New York County, NY",2012,36061,2012,1619090,9714,599.97,3124,192.95,2802,173.06,322,19.89,407.02,"Yes",2008,8,140899.038324172
"New York County, NY",2013,36061,2013,1626159,10076,619.62,3141,193.15,2778,170.83,363,22.32,426.47,"Yes",2008,7.5,142930
"New York County, NY",2014,36061,2014,1636268,9912,605.77,3097,189.27,2745,167.76,352,21.51,416.5,"Yes",2008,6.1,148715.554440389
"New York County, NY",2015,36061,2015,1644518,10110,614.77,3210,195.19,2824,171.72,386,23.47,419.58,"Yes",2008,4.9,152132.616175211
"New York County, NY",2016,36061,2016,1643734,9916,603.26,3253,197.9,2894,176.06,359,21.84,405.36,"Yes",2008,4.6,160362.921548122
"New York County, NY",2017,36061,2017,1664727,9915,595.59,3283,197.21,2902,174.32,381,22.89,398.38,"Yes",2008,4.1,173749.313385281
"New York County, NY",2018,36061,2018,1628701,10283,631.36,3263,200.34,2905,178.36,358,21.98,431.02,"Yes",2008,3.7,179922.027581867
"Niagara County, NY",1999,36063,1999,220556,2429,1101.31,1033,468.36,857,388.56,176,79.8,632.95,"No",NA,6.1,33796.9429171669
"Niagara County, NY",2000,36063,2000,219846,2319,1054.83,985,448.04,844,383.91,141,64.14,606.79,"No",NA,4.7,34058.8004181185
"Niagara County, NY",2001,36063,2001,218552,2333,1067.48,976,446.58,794,363.3,182,83.28,620.9,"No",NA,5.5,33879.3929531338
"Niagara County, NY",2002,36063,2002,218127,2407,1103.49,1034,474.04,869,398.39,165,75.64,629.45,"No",NA,6.3,34064.2959533074
"Niagara County, NY",2003,36063,2003,218072,2348,1076.71,967,443.43,833,381.98,134,61.45,633.28,"No",NA,6.6,34509.2877663043
"Niagara County, NY",2004,36063,2004,217737,2307,1059.54,863,396.35,760,349.04,103,47.3,663.19,"No",NA,6.2,34794.3292641609
"Niagara County, NY",2005,36063,2005,216818,2231,1028.97,865,398.95,759,350.06,106,48.89,630.02,"No",NA,5.5,34759.8563082437
"Niagara County, NY",2006,36063,2006,216148,2287,1058.07,904,418.23,795,367.8,109,50.43,639.84,"No",NA,5.3,35758.2061755952
"Niagara County, NY",2007,36063,2007,215791,2323,1076.5,882,408.73,759,351.73,123,57,667.77,"No",NA,5.3,36391.4558073135
"Niagara County, NY",2008,36063,2008,215793,2237,1036.64,867,401.77,772,357.75,95,44.02,634.87,"No",NA,6.7,36521.6953688523
"Niagara County, NY",2009,36063,2009,216043,2291,1060.44,905,418.9,776,359.19,129,59.71,641.54,"No",NA,9.3,36975.6814162592
"Niagara County, NY",2010,36063,2010,216469,2243,1036.18,826,381.58,723,334,103,47.58,654.6,"No",NA,9.6,37288.1194326228
"Niagara County, NY",2011,36063,2011,216011,2313,1070.78,833,385.63,735,340.26,98,45.37,685.15,"No",NA,9.1,37877.6882532598
"Niagara County, NY",2012,36063,2012,215124,2280,1059.85,815,378.85,687,319.35,128,59.5,681,"No",NA,9.3,38161.9107075969
"Niagara County, NY",2013,36063,2013,214249,2427,1132.79,881,411.2,767,357.99,114,53.21,721.59,"No",NA,8.5,38072
"Niagara County, NY",2014,36063,2014,213525,2297,1075.75,750,351.25,661,309.57,89,41.68,724.5,"No",NA,7,38485.6898401595
"Niagara County, NY",2015,36063,2015,212652,2376,1117.32,829,389.84,725,340.93,104,48.91,727.48,"No",NA,6.2,40135.5138871895
"Niagara County, NY",2016,36063,2016,211758,2441,1152.73,818,386.29,730,344.73,88,41.56,766.44,"No",NA,5.8,40523.629519139
"Niagara County, NY",2017,36063,2017,211328,2424,1147.03,727,344.01,622,294.33,105,49.69,803.02,"No",NA,6.2,41988.7125367167
"Niagara County, NY",2018,36063,2018,210433,2409,1144.78,770,365.91,674,320.29,96,45.62,778.87,"No",NA,5.2,42212.1902495749
"Oneida County, NY",1999,36065,1999,235412,2560,1087.46,1020,433.28,821,348.75,199,84.53,654.18,"No",NA,4,34140.9250420168
"Oneida County, NY",2000,36065,2000,235469,2558,1086.34,965,409.82,783,332.53,182,77.29,676.52,"No",NA,3.9,34652.6919570267
"Oneida County, NY",2001,36065,2001,234247,2775,1184.65,1055,450.38,855,365,200,85.38,734.27,"No",NA,4.6,34079.3334613213
"Oneida County, NY",2002,36065,2002,234078,2562,1094.51,995,425.07,798,340.91,197,84.16,669.44,"No",NA,5.3,33719.8459143969
"Oneida County, NY",2003,36065,2003,234243,2521,1076.23,966,412.39,807,344.51,159,67.88,663.84,"No",NA,5.4,34012.9880706522
"Oneida County, NY",2004,36065,2004,234654,2486,1059.43,908,386.95,759,323.45,149,63.5,672.48,"No",NA,5.2,34742.5336368449
"Oneida County, NY",2005,36065,2005,234282,2420,1032.94,889,379.46,763,325.68,126,53.78,653.48,"No",NA,4.8,34617.9111827957
"Oneida County, NY",2006,36065,2006,234229,2418,1032.32,851,363.32,708,302.27,143,61.05,669,"No",NA,4.3,35441.588030754
"Oneida County, NY",2007,36065,2007,234488,2486,1060.18,827,352.68,701,298.95,126,53.73,707.5,"No",NA,4.3,36681.3290891377
"Oneida County, NY",2008,36065,2008,234482,2450,1044.86,808,344.59,667,284.46,141,60.13,700.27,"No",NA,5.4,36982.6256949508
"Oneida County, NY",2009,36065,2009,234619,2432,1036.57,833,355.04,716,305.18,117,49.87,681.53,"No",NA,7.4,37847.6264467201
"Oneida County, NY",2010,36065,2010,234878,2447,1041.82,798,339.75,660,281,138,58.75,702.07,"No",NA,7.6,38578.6689061525
"Oneida County, NY",2011,36065,2011,234287,2456,1048.29,825,352.13,709,302.62,116,49.51,696.16,"No",NA,8,38387.2257011901
"Oneida County, NY",2012,36065,2012,233556,2519,1078.54,873,373.79,739,316.41,134,57.37,704.75,"No",NA,8.2,38563.7111553438
"Oneida County, NY",2013,36065,2013,233585,2466,1055.72,757,324.08,645,276.13,112,47.95,731.64,"No",NA,7.4,38338
"Oneida County, NY",2014,36065,2014,232871,2465,1058.53,811,348.26,700,300.6,111,47.67,710.27,"No",NA,6.1,38145.2130136523
"Oneida County, NY",2015,36065,2015,232500,2599,1117.85,863,371.18,754,324.3,109,46.88,746.67,"No",NA,5.3,39413.1041233329
"Oneida County, NY",2016,36065,2016,231190,2507,1084.39,785,339.55,677,292.83,108,46.71,744.84,"No",NA,4.8,39862.6333106951
"Oneida County, NY",2017,36065,2017,231332,2609,1127.82,754,325.94,655,283.14,99,42.8,801.88,"No",NA,5,41258.8211529047
"Oneida County, NY",2018,36065,2018,229577,2595,1130.34,744,324.07,620,270.06,124,54.01,806.27,"No",NA,4.5,41466.3033248774
"Onondaga County, NY",1999,36067,1999,458575,4131,900.83,1386,302.24,1094,238.57,292,63.68,598.59,"No",NA,3.5,39075.5304021609
"Onondaga County, NY",2000,36067,2000,458336,4155,906.54,1421,310.03,1123,245.02,298,65.02,596.51,"No",NA,3.5,39949.0139953542
"Onondaga County, NY",2001,36067,2001,458576,4047,882.51,1359,296.35,1079,235.29,280,61.06,586.16,"No",NA,4,39063.3767871259
"Onondaga County, NY",2002,36067,2002,459484,4131,899.05,1350,293.81,1071,233.09,279,60.72,605.24,"No",NA,4.9,39223.2769872151
"Onondaga County, NY",2003,36067,2003,460961,4024,872.96,1298,281.59,1036,224.75,262,56.84,591.37,"No",NA,5.1,39806.527375
"Onondaga County, NY",2004,36067,2004,461412,3969,860.19,1244,269.61,1007,218.24,237,51.36,590.58,"No",NA,5.1,40555.9761884595
"Onondaga County, NY",2005,36067,2005,460910,4112,892.15,1175,254.93,924,200.47,251,54.46,637.22,"No",NA,4.5,40479.4098924731
"Onondaga County, NY",2006,36067,2006,460925,3973,861.96,1142,247.76,931,201.99,211,45.78,614.2,"No",NA,4.3,41195.0250496032
"Onondaga County, NY",2007,36067,2007,461287,3967,859.99,1194,258.84,969,210.06,225,48.78,601.15,"No",NA,4.1,42541.7129573362
"Onondaga County, NY",2008,36067,2008,463472,4057,875.35,1089,234.97,859,185.34,230,49.63,640.38,"No",NA,5.2,42339.5882407584
"Onondaga County, NY",2009,36067,2009,465633,3930,844.01,1062,228.08,881,189.2,181,38.87,615.93,"No",NA,7.6,42828.4631275724
"Onondaga County, NY",2010,36067,2010,467026,4015,859.7,1107,237.03,893,191.21,214,45.82,622.67,"No",NA,8,43107.3437557325
"Onondaga County, NY",2011,36067,2011,466960,4128,884.02,1141,244.35,912,195.31,229,49.04,639.67,"No",NA,7.7,43483.6358257128
"Onondaga County, NY",2012,36067,2012,466852,4141,887,1103,236.26,905,193.85,198,42.41,650.74,"No",NA,7.9,44378.6565241252
"Onondaga County, NY",2013,36067,2013,468387,4110,877.48,1139,243.17,927,197.91,212,45.26,634.31,"No",NA,6.8,43885
"Onondaga County, NY",2014,36067,2014,468196,4252,908.17,1150,245.62,923,197.14,227,48.48,662.55,"No",NA,5.6,44529.6455291971
"Onondaga County, NY",2015,36067,2015,468463,4406,940.52,1244,265.55,1045,223.07,199,42.48,674.97,"No",NA,4.9,46657.8420408663
"Onondaga County, NY",2016,36067,2016,466194,4441,952.61,1237,265.34,1051,225.44,186,39.9,687.27,"No",NA,4.5,46892.8763911053
"Onondaga County, NY",2017,36067,2017,465398,4325,929.31,1199,257.63,991,212.94,208,44.69,671.68,"No",NA,4.7,48480.7542591384
"Onondaga County, NY",2018,36067,2018,461809,4285,927.87,1102,238.63,903,195.54,199,43.09,689.24,"No",NA,4,49063.4028601353
"Ontario County, NY",1999,36069,1999,99802,856,857.7,307,307.61,253,253.5,54,54.11,550.09,"No",NA,4.2,39262.9027791116
"Ontario County, NY",2000,36069,2000,100224,865,863.07,281,280.37,226,225.49,55,54.88,582.7,"No",NA,3.6,39551.2825319396
"Ontario County, NY",2001,36069,2001,100819,912,904.59,335,332.28,282,279.71,53,52.57,572.31,"No",NA,4,39004.1838735178
"Ontario County, NY",2002,36069,2002,101763,993,975.8,318,312.49,261,256.48,57,56.01,663.31,"No",NA,5.1,38056.5495997777
"Ontario County, NY",2003,36069,2003,102625,882,859.44,292,284.53,246,239.71,46,44.82,574.91,"No",NA,5.2,38301.1693695652
"Ontario County, NY",2004,36069,2004,103385,962,930.5,302,292.11,251,242.78,51,49.33,638.39,"No",NA,5,39326.4466543145
"Ontario County, NY",2005,36069,2005,104259,920,882.42,282,270.48,232,222.52,50,47.96,611.94,"No",NA,4.5,39102.9000204813
"Ontario County, NY",2006,36069,2006,104644,914,873.44,303,289.55,247,236.04,56,53.51,583.89,"No",NA,4.3,39640.8228422619
"Ontario County, NY",2007,36069,2007,105216,891,846.83,255,242.36,205,194.84,50,47.52,604.47,"No",NA,4.2,40883.3681357371
"Ontario County, NY",2008,36069,2008,106302,986,927.55,268,252.11,218,205.08,50,47.04,675.44,"No",NA,5.2,41134.2446180499
"Ontario County, NY",2009,36069,2009,107214,952,887.94,284,264.89,228,212.66,56,52.23,623.05,"No",NA,7.3,41361.4671921393
"Ontario County, NY",2010,36069,2010,107931,983,910.77,287,265.91,230,213.1,57,52.81,644.86,"No",NA,7.4,42055.0331336904
"Ontario County, NY",2011,36069,2011,108525,1066,982.26,319,293.94,258,237.73,61,56.21,688.32,"No",NA,7.1,42882.9615984778
"Ontario County, NY",2012,36069,2012,108519,1026,945.46,295,271.84,238,219.32,57,52.53,673.62,"No",NA,7.3,43727.2527679295
"Ontario County, NY",2013,36069,2013,109103,1009,924.81,306,280.47,254,232.81,52,47.66,644.34,"No",NA,6.3,43960
"Ontario County, NY",2014,36069,2014,109707,1024,933.4,294,267.99,240,218.76,54,49.22,665.41,"No",NA,5.2,45040.3607689578
"Ontario County, NY",2015,36069,2015,109561,1062,969.32,289,263.78,240,219.06,49,44.72,705.54,"No",NA,4.7,48530.2102043313
"Ontario County, NY",2016,36069,2016,109828,1107,1007.94,276,251.3,226,205.78,50,45.53,756.64,"No",NA,4.3,47919.7985475424
"Ontario County, NY",2017,36069,2017,109899,1086,988.18,268,243.86,221,201.09,47,42.77,744.32,"No",NA,4.5,49269.5691661227
"Ontario County, NY",2018,36069,2018,109864,1102,1003.06,269,244.85,219,199.34,50,45.51,758.21,"No",NA,3.9,49631.1675341587
"Orange County, NY",1999,36071,1999,336630,2558,759.88,974,289.34,838,248.94,136,40.4,470.54,"No",NA,3.7,38471.4642316927
"Orange County, NY",2000,36071,2000,341367,2479,726.2,955,279.76,806,236.11,149,43.65,446.44,"No",NA,3.4,39066.9700696864
"Orange County, NY",2001,36071,2001,347674,2558,735.75,921,264.9,813,233.84,108,31.06,470.85,"No",NA,3.7,39018.6532523998
"Orange County, NY",2002,36071,2002,352975,2579,730.65,901,255.26,773,219,128,36.26,475.39,"No",NA,4.3,38948.7528960534
"Orange County, NY",2003,36071,2003,358727,2508,699.14,886,246.98,764,212.98,122,34.01,452.16,"No",NA,4.7,39693.8470869565
"Orange County, NY",2004,36071,2004,362934,2549,702.33,858,236.41,728,200.59,130,35.82,465.92,"No",NA,4.7,40449.9184753838
"Orange County, NY",2005,36071,2005,364522,2520,691.32,814,223.31,689,189.01,125,34.29,468.01,"No",NA,4.2,40873.0392319508
"Orange County, NY",2006,36071,2006,366908,2438,664.47,802,218.58,684,186.42,118,32.16,445.89,"No",NA,4.2,41950.7486507937
"Orange County, NY",2007,36071,2007,368464,2547,691.25,853,231.5,739,200.56,114,30.94,459.75,"No",NA,4.3,43211.3427091472
"Orange County, NY",2008,36071,2008,370201,2550,688.81,836,225.82,725,195.84,111,29.98,462.99,"No",NA,5.4,43350.1725707491
"Orange County, NY",2009,36071,2009,372079,2463,661.96,764,205.33,663,178.19,101,27.14,456.63,"No",NA,7.8,42764.3974279495
"Orange County, NY",2010,36071,2010,372813,2494,668.97,751,201.44,664,178.11,87,23.34,467.53,"No",NA,8,42707.7862200536
"Orange County, NY",2011,36071,2011,374872,2571,685.83,742,197.93,643,171.53,99,26.41,487.9,"No",NA,7.7,43170.8709694628
"Orange County, NY",2012,36071,2012,374512,2481,662.46,741,197.86,646,172.49,95,25.37,464.6,"No",NA,7.9,43908.8746874918
"Orange County, NY",2013,36071,2013,375592,2647,704.75,784,208.74,660,175.72,124,33.01,496.01,"No",NA,6.8,44098
"Orange County, NY",2014,36071,2014,376099,2638,701.41,845,224.67,721,191.7,124,32.97,476.74,"No",NA,5.5,44582.7835310219
"Orange County, NY",2015,36071,2015,377647,2708,717.07,812,215.02,706,186.95,106,28.07,502.05,"No",NA,4.7,46243.0707206656
"Orange County, NY",2016,36071,2016,379210,2768,729.94,817,215.45,701,184.86,116,30.59,514.49,"No",NA,4.3,46402.7103334486
"Orange County, NY",2017,36071,2017,382226,2717,710.84,757,198.05,662,173.2,95,24.85,512.79,"No",NA,4.5,47435.3369125326
"Orange County, NY",2018,36071,2018,381951,2824,739.36,761,199.24,657,172.01,104,27.23,540.12,"No",NA,3.9,48100.4294424289
"Orleans County, NY",1999,36073,1999,44183,413,934.75,166,375.71,134,303.28,32,72.43,559.04,"No",NA,5.2,28742.0836434574
"Orleans County, NY",2000,36073,2000,44171,398,901.04,158,357.7,132,298.84,26,58.86,543.34,"No",NA,4.7,29593.1148373984
"Orleans County, NY",2001,36073,2001,43898,391,890.7,158,359.93,129,293.86,29,66.06,530.77,"No",NA,5.1,29191.3141953698
"Orleans County, NY",2002,36073,2002,43660,397,909.3,155,355.02,132,302.34,23,52.68,554.28,"No",NA,6.3,29015.383540856
"Orleans County, NY",2003,36073,2003,43593,374,857.94,145,332.62,121,277.57,24,55.05,525.32,"No",NA,6.9,29515.9051141304
"Orleans County, NY",2004,36073,2004,43682,362,828.72,138,315.92,112,256.4,26,59.52,512.8,"No",NA,6.4,30022.9654049762
"Orleans County, NY",2005,36073,2005,43475,377,867.17,147,338.13,116,266.82,31,71.31,529.04,"No",NA,5.6,29986.2059549411
"Orleans County, NY",2006,36073,2006,43420,351,808.38,103,237.22,84,193.46,19,43.7586365730078,571.16,"No",NA,5.6,29907.7037400794
"Orleans County, NY",2007,36073,2007,43342,351,809.84,126,290.71,97,223.8,29,66.91,519.13,"No",NA,5.8,30422.088573468
"Orleans County, NY",2008,36073,2008,43254,395,913.21,163,376.84,144,332.92,19,43.9265732649004,536.37,"No",NA,6.9,30669.1786226852
"Orleans County, NY",2009,36073,2009,42975,411,956.37,148,344.39,130,302.5,18,41.8848167539267,611.98,"No",NA,9.3,31347.672583284
"Orleans County, NY",2010,36073,2010,42883,385,897.79,145,338.13,128,298.49,17,39.6427488748455,559.66,"No",NA,9.6,32488.0873261914
"Orleans County, NY",2011,36073,2011,42622,388,910.33,127,297.97,106,248.7,21,49.27,612.36,"No",NA,9.2,32727.4245773299
"Orleans County, NY",2012,36073,2012,42836,426,994.49,158,368.85,130,303.48,28,65.37,625.64,"No",NA,9.7,32941.5488296733
"Orleans County, NY",2013,36073,2013,42235,442,1046.53,147,348.05,126,298.33,21,49.72,698.48,"No",NA,9.1,33184
"Orleans County, NY",2014,36073,2014,41984,432,1028.96,153,364.42,123,292.97,30,71.46,664.54,"No",NA,7.7,33583.2171532847
"Orleans County, NY",2015,36073,2015,41582,402,966.76,131,315.04,107,257.32,24,57.72,651.72,"No",NA,6.4,34946.9409029732
"Orleans County, NY",2016,36073,2016,41346,424,1025.49,136,328.93,110,266.05,26,62.88,696.56,"No",NA,5.7,34890.1170465861
"Orleans County, NY",2017,36073,2017,40983,460,1122.42,128,312.32,113,275.72,15,36.600541688017,810.1,"No",NA,5.9,36160.9860190927
"Orleans County, NY",2018,36073,2018,40612,398,980.01,108,265.93,98,241.31,10,24.6232640598838,714.08,"No",NA,5,36146.7565261024
